Timestamp,SARIMA
2012-07-13 00:00:00,1425.9693972528733
2012-07-13 00:30:00,1346.6672284038602
2012-07-13 01:00:00,1238.0809326098486
2012-07-13 01:30:00,1118.4673146559685
2012-07-13 02:00:00,1033.3690043933989
2012-07-13 02:30:00,963.5017368709716
2012-07-13 03:00:00,922.9261839581557
2012-07-13 03:30:00,903.4982636989321
2012-07-13 04:00:00,898.2855160741624
2012-07-13 04:30:00,894.7834856634095
2012-07-13 05:00:00,907.6203508346048
2012-07-13 05:30:00,940.9238638143637
2012-07-13 06:00:00,993.372436112468
2012-07-13 06:30:00,1107.942126498884
2012-07-13 07:00:00,1223.162699149753
2012-07-13 07:30:00,1293.401465403666
2012-07-13 08:00:00,1385.287688321488
2012-07-13 08:30:00,1449.2414177657554
2012-07-13 09:00:00,1474.944008056838
2012-07-13 09:30:00,1463.7190216299348
2012-07-13 10:00:00,1440.753651068482
2012-07-13 10:30:00,1439.9591101063518
2012-07-13 11:00:00,1404.679684346111
2012-07-13 11:30:00,1380.0151931144267
2012-07-13 12:00:00,1372.6692626193992
2012-07-13 12:30:00,1372.6713874936545
2012-07-13 13:00:00,1355.4004501760671
2012-07-13 13:30:00,1362.670918437475
2012-07-13 14:00:00,1362.9863142991217
2012-07-13 14:30:00,1386.8007063381008
2012-07-13 15:00:00,1356.2373946609414
2012-07-13 15:30:00,1353.9001818721995
2012-07-13 16:00:00,1376.6945818659785
2012-07-13 16:30:00,1394.1403282673125
2012-07-13 17:00:00,1488.391805217381
2012-07-13 17:30:00,1646.585765615124
2012-07-13 18:00:00,1761.6186436998644
2012-07-13 18:30:00,1770.3030537988004
2012-07-13 19:00:00,1755.4713740400762
2012-07-13 19:30:00,1708.4493423912406
2012-07-13 20:00:00,1681.6507870644032
2012-07-13 20:30:00,1641.557355514973
2012-07-13 21:00:00,1599.4959837474412
2012-07-13 21:30:00,1541.4127586537402
2012-07-13 22:00:00,1470.9300931946118
2012-07-13 22:30:00,1413.8562730158583
2012-07-13 23:00:00,1336.7052534400807
2012-07-13 23:30:00,1522.249071698919
2012-07-14 00:00:00,1477.0750116308393
2012-07-14 00:30:00,1409.9755316392473
2012-07-14 01:00:00,1275.9174774601668
2012-07-14 01:30:00,1155.877515194542
2012-07-14 02:00:00,1061.3565136129394
2012-07-14 02:30:00,1003.9822135248025
2012-07-14 03:00:00,959.8824849047958
2012-07-14 03:30:00,922.4622823833687
2012-07-14 04:00:00,900.5572332507354
2012-07-14 04:30:00,907.0539907821162
